  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     4.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  14.200   1.5514   0.01779   0.01352   0.0201   0.0071   1.0000
  14.350   1.5626   0.01818   0.01393   0.0211   0.0069   1.0000
  14.500   1.5730   0.01857   0.01436   0.0222   0.0068   1.0000
  14.650   1.5822   0.01893   0.01475   0.0235   0.0068   1.0000
  14.800   1.5907   0.01931   0.01516   0.0249   0.0067   1.0000
  14.950   1.5989   0.01973   0.01560   0.0263   0.0067   1.0000
  15.100   1.6069   0.02017   0.01608   0.0277   0.0067   1.0000
  15.250   1.6147   0.02064   0.01658   0.0290   0.0066   1.0000
  15.400   1.6221   0.02114   0.01712   0.0303   0.0066   1.0000
  15.550   1.6292   0.02169   0.01770   0.0315   0.0065   1.0000
  15.700   1.6359   0.02228   0.01832   0.0327   0.0065   1.0000
  15.850   1.6422   0.02291   0.01899   0.0338   0.0064   1.0000
  16.000   1.6482   0.02359   0.01972   0.0349   0.0063   1.0000
  16.150   1.6537   0.02434   0.02051   0.0359   0.0063   1.0000
  16.300   1.6587   0.02514   0.02135   0.0368   0.0062   1.0000
  16.450   1.6633   0.02603   0.02228   0.0377   0.0062   1.0000
  16.600   1.6673   0.02699   0.02328   0.0384   0.0061   1.0000
  16.750   1.6708   0.02803   0.02437   0.0391   0.0060   1.0000
  16.900   1.6738   0.02918   0.02556   0.0396   0.0060   1.0000
  17.050   1.6762   0.03042   0.02685   0.0400   0.0059   1.0000
  17.200   1.6777   0.03180   0.02827   0.0402   0.0059   1.0000
  17.350   1.6787   0.03330   0.02982   0.0403   0.0058   1.0000
  17.500   1.6790   0.03493   0.03150   0.0403   0.0058   1.0000
  17.650   1.6783   0.03672   0.03334   0.0400   0.0057   1.0000
  17.800   1.6764   0.03870   0.03538   0.0397   0.0057   1.0000
  17.950   1.6738   0.04083   0.03757   0.0391   0.0057   1.0000
  18.100   1.6699   0.04319   0.03999   0.0383   0.0056   1.0000
  18.250   1.6646   0.04576   0.04262   0.0373   0.0056   1.0000
  18.400   1.6578   0.04856   0.04548   0.0362   0.0055   1.0000
  18.550   1.6495   0.05163   0.04861   0.0348   0.0055   1.0000
  18.700   1.6395   0.05497   0.05202   0.0333   0.0055   1.0000
  18.850   1.6280   0.05853   0.05565   0.0316   0.0055   1.0000
  19.000   1.6139   0.06251   0.05970   0.0296   0.0055   1.0000
  19.150   1.5984   0.06675   0.06402   0.0274   0.0055   1.0000
  19.300   1.5805   0.07137   0.06870   0.0250   0.0054   1.0000
  19.450   1.5603   0.07635   0.07376   0.0224   0.0055   1.0000
  19.600   1.5379   0.08174   0.07923   0.0195   0.0055   1.0000
  19.750   1.5132   0.08752   0.08509   0.0163   0.0055   1.0000
  19.900   1.4854   0.09382   0.09147   0.0129   0.0055   1.0000
  20.050   1.4574   0.10028   0.09801   0.0093   0.0056   1.0000
  20.200   1.4253   0.10746   0.10528   0.0052   0.0056   1.0000
  20.350   1.3922   0.11490   0.11281   0.0010   0.0057   1.0000
  20.500   1.3573   0.12288   0.12088  -0.0038   0.0058   1.0000
  20.650   1.3246   0.13063   0.12871  -0.0084   0.0058   1.0000
  20.800   1.2847   0.13989   0.13807  -0.0142   0.0059   1.0000
  20.950   1.2518   0.14825   0.14652  -0.0195   0.0059   1.0000
  21.100   1.2211   0.15648   0.15482  -0.0249   0.0060   1.0000
  21.250   1.1929   0.16447   0.16289  -0.0302   0.0060   1.0000
  21.400   1.1674   0.17229   0.17077  -0.0355   0.0060   1.0000
  21.550   1.1457   0.17961   0.17816  -0.0405   0.0060   1.0000
  21.700   1.1344   0.18483   0.18341  -0.0441   0.0060   1.0000
  21.850   1.1176   0.19145   0.19009  -0.0487   0.0060   1.0000
  22.000   1.1039   0.19745   0.19613  -0.0528   0.0060   1.0000
  22.150   1.0972   0.20192   0.20062  -0.0559   0.0059   1.0000
  22.300   1.0878   0.20716   0.20590  -0.0596   0.0059   1.0000
  22.450   1.0824   0.21150   0.21027  -0.0626   0.0058   1.0000
  22.600   1.0795   0.21523   0.21401  -0.0652   0.0058   1.0000
  22.750   1.0716   0.22048   0.21929  -0.0689   0.0057   1.0000
  22.900   1.0697   0.22405   0.22287  -0.0714   0.0056   1.0000
  23.050   1.0635   0.22903   0.22789  -0.0749   0.0055   1.0000
