  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     3.200 e 6     Ncrit =   7.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.450   0.8383   0.00884   0.00399   0.0058   0.0275   0.9827
   7.600   0.8571   0.00898   0.00412   0.0055   0.0263   0.9849
   7.750   0.8758   0.00914   0.00427   0.0052   0.0249   0.9871
   7.900   0.8943   0.00928   0.00441   0.0050   0.0240   0.9893
   8.050   0.9123   0.00941   0.00455   0.0049   0.0234   0.9916
   8.200   0.9298   0.00956   0.00469   0.0049   0.0225   0.9936
   8.350   0.9493   0.00974   0.00485   0.0045   0.0214   0.9944
   8.500   0.9690   0.00991   0.00503   0.0040   0.0203   0.9950
   8.650   0.9888   0.01006   0.00518   0.0035   0.0199   0.9956
   8.800   1.0084   0.01022   0.00534   0.0031   0.0193   0.9963
   8.950   1.0278   0.01040   0.00551   0.0026   0.0187   0.9970
   9.100   1.0470   0.01058   0.00570   0.0023   0.0180   0.9977
   9.250   1.0660   0.01079   0.00590   0.0019   0.0172   0.9984
   9.400   1.0851   0.01097   0.00609   0.0016   0.0167   0.9991
   9.550   1.1042   0.01114   0.00627   0.0013   0.0164   0.9996
   9.700   1.1225   0.01132   0.00645   0.0011   0.0161   1.0000
   9.850   1.1360   0.01149   0.00663   0.0020   0.0157   1.0000
  10.000   1.1495   0.01167   0.00681   0.0028   0.0152   1.0000
  10.150   1.1630   0.01186   0.00701   0.0036   0.0148   1.0000
  10.300   1.1766   0.01207   0.00722   0.0044   0.0142   1.0000
  10.450   1.1903   0.01228   0.00744   0.0052   0.0138   1.0000
  10.600   1.2047   0.01245   0.00763   0.0059   0.0136   1.0000
  10.750   1.2193   0.01264   0.00783   0.0065   0.0135   1.0000
  10.900   1.2339   0.01284   0.00804   0.0071   0.0132   1.0000
  11.050   1.2485   0.01304   0.00826   0.0077   0.0130   1.0000
  11.200   1.2632   0.01326   0.00849   0.0083   0.0127   1.0000
  11.350   1.2777   0.01350   0.00874   0.0089   0.0124   1.0000
  11.500   1.2922   0.01374   0.00899   0.0095   0.0121   1.0000
  11.650   1.3065   0.01400   0.00927   0.0101   0.0118   1.0000
  11.800   1.3206   0.01429   0.00957   0.0107   0.0114   1.0000
  11.950   1.3346   0.01458   0.00988   0.0114   0.0112   1.0000
  12.100   1.3491   0.01482   0.01015   0.0119   0.0111   1.0000
  12.250   1.3635   0.01507   0.01042   0.0125   0.0109   1.0000
  12.400   1.3777   0.01533   0.01070   0.0131   0.0108   1.0000
  12.550   1.3917   0.01561   0.01100   0.0138   0.0107   1.0000
  12.700   1.4055   0.01589   0.01130   0.0144   0.0105   1.0000
  12.850   1.4191   0.01619   0.01162   0.0151   0.0103   1.0000
  13.000   1.4324   0.01650   0.01195   0.0159   0.0101   1.0000
  13.150   1.4454   0.01682   0.01230   0.0166   0.0099   1.0000
  13.300   1.4580   0.01716   0.01266   0.0174   0.0097   1.0000
  13.450   1.4703   0.01752   0.01304   0.0182   0.0095   1.0000
  13.600   1.4820   0.01791   0.01346   0.0191   0.0093   1.0000
  13.750   1.4930   0.01834   0.01392   0.0201   0.0091   1.0000
  13.900   1.5030   0.01880   0.01442   0.0212   0.0089   1.0000
  14.050   1.5137   0.01918   0.01483   0.0223   0.0088   1.0000
  14.200   1.5228   0.01955   0.01523   0.0236   0.0087   1.0000
  14.350   1.5312   0.01995   0.01567   0.0250   0.0087   1.0000
  14.500   1.5394   0.02038   0.01613   0.0264   0.0086   1.0000
  14.650   1.5473   0.02084   0.01663   0.0277   0.0085   1.0000
  14.800   1.5548   0.02133   0.01717   0.0290   0.0085   1.0000
  14.950   1.5620   0.02187   0.01774   0.0302   0.0084   1.0000
  15.100   1.5687   0.02245   0.01836   0.0314   0.0083   1.0000
  15.250   1.5752   0.02307   0.01902   0.0326   0.0082   1.0000
  15.400   1.5810   0.02375   0.01974   0.0337   0.0081   1.0000
  15.550   1.5865   0.02449   0.02052   0.0347   0.0080   1.0000
  15.700   1.5915   0.02528   0.02136   0.0357   0.0080   1.0000
  15.850   1.5961   0.02615   0.02227   0.0366   0.0079   1.0000
  16.000   1.6002   0.02709   0.02326   0.0373   0.0078   1.0000
  16.150   1.6036   0.02813   0.02435   0.0380   0.0077   1.0000
  16.300   1.6067   0.02926   0.02552   0.0386   0.0076   1.0000
  16.450   1.6087   0.03053   0.02685   0.0390   0.0076   1.0000
  16.600   1.6103   0.03189   0.02826   0.0392   0.0075   1.0000
  16.750   1.6110   0.03341   0.02984   0.0393   0.0074   1.0000
  16.900   1.6109   0.03509   0.03157   0.0393   0.0074   1.0000
  17.050   1.6098   0.03694   0.03348   0.0390   0.0073   1.0000
  17.200   1.6071   0.03903   0.03563   0.0385   0.0072   1.0000
  17.350   1.6035   0.04131   0.03797   0.0378   0.0072   1.0000
  17.500   1.5987   0.04381   0.04055   0.0369   0.0071   1.0000
  17.650   1.5922   0.04660   0.04340   0.0358   0.0071   1.0000
  17.800   1.5839   0.04968   0.04655   0.0344   0.0070   1.0000
  17.950   1.5740   0.05304   0.04998   0.0328   0.0070   1.0000
  18.100   1.5624   0.05671   0.05373   0.0310   0.0070   1.0000
  18.250   1.5487   0.06067   0.05777   0.0290   0.0070   1.0000
  18.400   1.5335   0.06492   0.06210   0.0268   0.0070   1.0000
  18.550   1.5169   0.06946   0.06671   0.0244   0.0070   1.0000
  18.700   1.4968   0.07452   0.07185   0.0217   0.0070   1.0000
  18.850   1.4766   0.07966   0.07707   0.0190   0.0070   1.0000
  19.000   1.4538   0.08527   0.08277   0.0159   0.0070   1.0000
  19.150   1.4288   0.09126   0.08883   0.0127   0.0071   1.0000
  19.300   1.4026   0.09751   0.09517   0.0093   0.0071   1.0000
  19.450   1.3742   0.10424   0.10198   0.0056   0.0072   1.0000
  19.600   1.3450   0.11116   0.10898   0.0017   0.0073   1.0000
  19.750   1.3125   0.11877   0.11668  -0.0026   0.0073   1.0000
  19.900   1.2828   0.12614   0.12412  -0.0069   0.0074   1.0000
  20.050   1.2508   0.13403   0.13210  -0.0116   0.0075   1.0000
  20.200   1.2189   0.14218   0.14033  -0.0166   0.0075   1.0000
  20.350   1.1917   0.14976   0.14799  -0.0213   0.0076   1.0000
  20.500   1.1703   0.15642   0.15471  -0.0256   0.0076   1.0000
  20.650   1.1510   0.16278   0.16112  -0.0296   0.0076   1.0000
  20.800   1.1317   0.16939   0.16779  -0.0340   0.0076   1.0000
  20.950   1.1165   0.17535   0.17379  -0.0379   0.0076   1.0000
  21.100   1.1061   0.18038   0.17886  -0.0412   0.0076   1.0000
  21.250   1.0941   0.18589   0.18441  -0.0449   0.0075   1.0000
  21.400   1.0871   0.19034   0.18888  -0.0479   0.0075   1.0000
  21.550   1.0811   0.19457   0.19314  -0.0508   0.0074   1.0000
  21.700   1.0722   0.19962   0.19822  -0.0542   0.0074   1.0000
  21.850   1.0684   0.20346   0.20209  -0.0569   0.0073   1.0000
  22.000   1.0611   0.20830   0.20696  -0.0602   0.0072   1.0000
  22.150   1.0581   0.21209   0.21076  -0.0628   0.0071   1.0000
  22.300   1.0564   0.21556   0.21425  -0.0652   0.0070   1.0000
  22.450   1.0524   0.21979   0.21850  -0.0681   0.0068   1.0000
  22.600   1.0506   0.22340   0.22214  -0.0707   0.0068   1.0000
  22.750   1.0506   0.22651   0.22527  -0.0729   0.0068   1.0000
  22.900   1.0501   0.22983   0.22861  -0.0752   0.0067   1.0000
  23.050   1.0461   0.23431   0.23312  -0.0783   0.0066   1.0000
